sentence1,sentence2,label,id
Two Asian women are completing tasks and there is a beautiful background of bamboo.,Two asian women do tasks by bamboo because if they don't the drug lords will cut their heads off.,1,snli_109134
Leading organizations develop human capital strategies to assess their skill bases and recruit and retain staff who can effectively implement technology to meet business needs.,Leading organizations must retain staff who can use technology effectively or they will not survive. ,1,mnli_158742
incorrect things that's even worse uh or if my call rate of of eight to or so a week went up even higher because  uh someone had had,"When someone had this, my caller rate of about eight calls a week went up.",0,mnli_186478
A man in a white apron and plastic gloves operates a machine in an industrial kitchen.,A person with white clothing works on a machine in a kitchen,0,snli_64079
A person playing with a black dog outdoors on a snowy lane with trees in the background and blue skies above.,The dog is outdoors.,0,snli_310571
The wet dog has retrieved the pink purse with aqua handles.,A dog is wet.,0,snli_135487
A man is laying in the sand.,A man is laying on the ground,0,snli_6779
An interesting exchange in the new Marriage and Family thread on what a marriage is all about inspired one veteran fraygrant to his thoughts on some of the unexpected benefits of marriage.,There are unexpected benefits of marriage that people do not realize.,0,mnli_384252
Rear view of a choir group standing on risers with a chair filling a space between the risers.,The choir is getting ready to perform in the play.,1,snli_306206
A young red-haired girl wants to see what comes after the clowns in the parade.,A girl is scared of the clowns in the parade.,1,snli_548999
"A girl in a blue and white shirt sleeps on a green pillow, while a cat naps beneath the bed.",A cat sleeps in a bed while a girl cleans her room.,2,snli_123981
uh they have as far as i'm concerned because i'm i'm not a big vegetable eater they have too many uh yellow vegetables on the same day and it seems seems like it's it's a variety of the same type of vegetable,I'm really into eating lots of vegetables and I can't get enough of their selection.,2,mnli_340863
A man in a blue shirt is running.,The man is sweating.,0,snli_276621
"Two foreign women, both wearing black, selling different types of foods.",Two women are selling different kinds of food that they just trade with each other.,1,snli_18613
"A young man wearing a baseball cap brushes at the base of a statue of Jesus Christ, during the day.",A guy is cleaning a statue.,0,snli_226251
A man wearing a white shirt and jeans is giving a lecture while pointing to a country listed on the screen behind him.,A man is standing in front of a screen.,0,snli_31991
There is a red truck behind the horses.,The horses are close by vehicles.,0,snli_418257
"Where Swayambhunath is cluttered with monuments in different styles, at Boudhanath there are no other temples to distract pilgrims.",Pilgrims have a clear preference for Swayambhunath over Boudhanath. ,1,mnli_105098
yeah yeah that's true yeah no i don't uh i don't have i didn't go that far but uh yeah i probably could do the same thing uh you know i don't have a storm door but i'm sure i could rig up something but you know i don't think that that would stop people i mean it's like they they see that word and it says uh go instead of stop oh goodness,People don't care if you have a storm door or not.,1,mnli_383825
An asian child in a baseball cap crying while he is being held,A woman is climbing a tree.,2,snli_189568
Nine people at ski area waiting in line with skis and poles while it is snowing.,The people are playing in the snow.,1,snli_171214
because those i mean those those summers up there are brutal,The summers up there are lovely.,2,mnli_278462
"Some think seat belt laws, for example, go too far.",Many think seat belt laws don't do enough to protect people.,1,mnli_302019
i got this cough i've got a cold because it was eighty degrees up here and i went outside with no coat on,"I'm feeling great right now, last time I got a cold was about 3 months ago.",2,mnli_169417
Sympathetic reporters--see Sidney Blumenthal--are ostracized.,Sympathetic reporters are ostracized.,0,mnli_182949
Young man jumping in the water over waves at beach,Boy drowns,2,snli_549232
"There must be something in all of us that needs to be needed,",There must be something in all of the people that demands to be needed.,0,mnli_342626
The office handled 60 cases in its first year.,The cases were all about different issues.,1,mnli_228023
A white and brown shaggy dog is running down a dirt path in a park.,The shaggy dog's paws are dirty.,0,snli_504660
A girl with a backpack and a boy on a bike are standing at a crosswalk.,A lion with a backpack.,2,snli_316799
"Before exploring the sprawl that stretches in a wide crescent over 20 km (12 miles) from north to south, go to the Government of India Tourist Information Office, situated opposite Churchgate Station.",Feel free to plunge into the city - there's no need to visit the tourist information office first.,2,mnli_337181
"A man and woman, both wearing black, dancing together",A man and women are riding a bike.,2,snli_514491
you know tornado season hurricanes and stuff so,"Thankfully it's not tornado season, or hurricane season.",2,mnli_133339
The bearded man in the hat held his camera in both hands waiting for the next shot.,A photographer has a camera.,0,snli_195116
"Two men playing soccer, one sliding one running towards the ball.",People playing soccer.,0,snli_99924
"A boy laying on a sitting swing, face down, wearing a hat backwards.",The kid is tired,1,snli_8395
Two young children are playing with a bubble-maker.,The children are playing with bubbles.,0,snli_53824
a woman walking her dog and another woman is pushing a stroller.,The two women are indoors with their cats.,2,snli_353890
A woman is watching a black dog.,a woman takes a shower,2,snli_245491
A small girl in a parka and cap is shoveling snow.,It's cold outside,0,snli_381579
"These are not, after all, the only  Some of us who don't want to be the organic intellectuals of the inner city (or of anywhere else) are not disposed simply to transcend our racial identities either.",Only a few of us wish not to be organic intellectuals.,0,mnli_77659
A person in a field looks through a telescope while a blue car approaches or waits.,A blue car is approaching a man standing in a field.,1,snli_492323
